term,estimate,std.error,statistic,p.value,b,df,dfcom,fmi,lambda,m,riv,ubar,outcome,type,year,coef,lci,uci
factor(ValidatedStateOrProvince_X)West Virginia,-0.37823898722180915,0.1435317754581051,-2.6352282344073124,0.008409351264980991,1.9994790460591583e-5,101403.04851518104,102834,0.0010873135882799288,0.0010676119550406568,10,0.0010687529684867984,0.02057937629664925,soc,adjusted,Y2,0.6850667588990915,0.5170781439171083,0.9076316020499625
factor(ValidatedStateOrProvince_X)Wisconsin,-0.38708272622523004,0.14192628118157566,-2.727350586534495,0.006385616043069975,2.0556135777804552e-5,101260.2545938986,102834,0.0011422856238467972,0.0011225572940254454,10,0.0011238188450671386,0.020120457540676095,soc,adjusted,Y2,0.6790349186074256,0.5141407402243106,0.8968136243920846
factor(ValidatedStateOrProvince_X)Wyoming,-1.0952123599734207,0.25557261072830473,-4.285327589886868,1.8263604328883076e-5,2.0653151967420666e-5,102654.38870135623,102834,3.6729218516190845e-4,3.478166813337956e-4,10,3.4793769986987526e-4,0.065294640887317415,soc,adjusted,Y2,0.3344685716693598,0.20267842343411885,0.55195429063965
htn_dx,0.11156126565112538,0.009172104628379979,12.16310434422398,0,3.8752831771349986e-7,79195.74153113547,102834,0.005092209246941803,0.005067084279133325,10,0.005092890383933102,8.370122216446458e-5,soc,adjusted,Y2,1.1180222382677367,1.098102774856053,1.1383030385521566
hld_dx,-0.03094834161917314,0.009254811725122441,-3.3440271437573403,8.260480324486785e-4,2.533726061521639e-7,91467.4901480246,102834,0.0032757909707492065,0.003253997144101008,10,0.0032646202089374647,8.537283020069643e-5,soc,adjusted,Y2,0.9695256559079701,0.9520975579523953,0.9872727743208627
cerebro_dx,-0.07415346087521582,0.016093366917380877,-4.607703363497535,4.0762878730227214e-6,2.9516377585435152e-8,102800.65238022343,102834,1.448129695165977e-4,1.2536084663957605e-4,10,1.2537656395178183e-4,2.589639907221053e-4,soc,adjusted,Y2,0.9285291900050235,0.8996977008427834,0.9582846059112508
pulmonary_dx,-0.17657313078272,0.009270937388491676,-19.045876741860656,0,3.627803202337788e-8,102531.83779124536,102834,4.8378627308940644e-4,4.64289763770862e-4,10,4.645054288867101e-4,8.591037422610716e-5,soc,adjusted,Y2,0.8381374832637254,0.8230451923690142,0.8535065235357033
cardiovascular_dx,-0.1496786740813483,0.006540788901733959,-22.883886994375953,0,1.2313210101024904e-7,92003.29272604761,102834,0.0031876163271230954,0.0031659475037641464,10,0.0031760025611445503,4.2646474145934854e-5,soc,adjusted,Y2,0.8609845886452313,0.8500172629689715,0.8720934199564108
obesity_dx,-0.022791765763195852,0.006985577863651224,-3.26268867201246,0.0011040113721108025,1.445527592761947e-7,91440.02300063128,102834,0.003280275292187923,0.003258475017169108,10,0.003269127387087877,4.863929005393019e-5,soc,adjusted,Y2,0.977466004469996,0.9641740042019846,0.9909412468399047
htn_rx,0.023606046167458518,0.006311197385109712,3.7403435080565397,1.838686580737381e-4,5.471559160499062e-9,102789.64952649608,102834,1.7055919924700196e-4,1.5110549513273758e-4,10,1.5112833145409054e-4,3.9825193718739115e-5,soc,adjusted,Y2,1.0238868742685518,1.0112994613480424,1.0366309598365677
hld_rx,0.13545200904363192,0.0452732242039385,2.9918790063078475,0.0027733192902150705,4.378989855706978e-7,102743.01446991527,102834,2.544695114138474e-4,2.3500861073468766e-4,10,2.3506385276415972e-4,0.0020491831409359547,soc,adjusted,Y2,1.1450542422676293,1.0478248977127842,1.2513056528787405
statin_rx,-0.05742971186723319,0.04498331684254837,-1.2766891349575216,0.20171495282404361,2.209714947475334e-6,101044.56945727293,102834,0.0012209983813816886,0.0012012294987481763,10,0.001202674186458333,0.002021068107714873,soc,adjusted,Y2,0.9441882532834365,0.8645060177882965,1.0312148664033227
insulin_rx,-0.06980737057357486,0.006164976762407157,-11.323217144831231,0,4.060363594038498e-8,101117.51400727141,102834,0.0011949089734113961,0.0011751538355747233,10,0.001176536446892983,3.796227448148582e-5,soc,adjusted,Y2,0.9325734436925371,0.9213726361646019,0.9439104155522026
otherdm_rx,0.1922351846111081,0.007273986044405839,26.42776373745579,0,4.021391249901039e-8,101932.66657430206,102834,8.556380978048588e-4,8.360342829813451e-4,10,8.367338211415495e-4,5.2866637670461985e-5,soc,adjusted,Y2,1.2119555167366907,1.194799240829405,1.2293581418154091
depres_rx,-0.050704883275142214,0.013135335223137421,-3.860189512775234,1.1336834265618378e-4,1.5554923687598607e-8,102809.9711941741,102834,1.1862039776726311e-4,9.916952850713705e-5,10,9.91793640779103e-5,1.7251992100813824e-4,soc,adjusted,Y2,0.9505591550471767,0.9263991031071216,0.9753492897537073
psych_rx,-0.16826202737864798,0.015502259659892168,-10.854032319815909,0,2.2814760726077965e-8,102808.45273765027,102834,1.2387944596634157e-4,1.0442839173097812e-4,10,1.0443929815891838e-4,2.4029495832592133e-4,soc,adjusted,Y2,0.8451323578530903,0.8198396912497781,0.8712053221057284
n_total_Y2,0.023726376760040253,6.649387264993773e-4,35.68204981073917,0,2.1909665895666552e-11,102809.9711941741,102834,7.396035784358132e-5,5.4508619803802575e-5,10,5.4511591155399765e-5,4.4211940936612837e-7,soc,adjusted,Y2,1.0240100865958268,1.0226763841111375,1.0253455284013266
(Intercept),-1.0284775415475118,0.16262550857951452,-6.324207994987733,2.5658120073046575e-10,2.1967270852671274e-4,52383.63667273004,102833,0.00917457280948681,0.00913674395392442,10,0.00922099381339816,0.026205416061366366,soc,adjusted,BOTH,0.35755090279351553,0.2599610314174259,0.4917761996534699
historical_hba1c_group7-9,0.002500895091466692,0.008584389749698518,0.2913305621467761,0.7707991062713129,4.348339438601238e-8,102272.26950511517,102833,6.686209442190739e-4,6.490785675278546e-4,10,6.495001441510292e-4,7.364391564090436e-5,soc,adjusted,BOTH,1.0025040249381916,0.9857775988297621,1.0195142608336285
historical_hba1c_group>=9,-0.1110722807645481,0.011671527303885697,-9.516516379786028,0,7.200233077494118e-7,73868.54522868874,102833,0.005841034852051086,0.005814118239472244,10,0.005848119900049744,1.3543252396682498e-4,soc,adjusted,BOTH,0.8948740644097861,0.8746351296469685,0.9155813252967773
historical_hba1c_groupUnavailable,-0.668887055392321,0.01661415061996301,-40.26008134226306,0,1.1989440624692375e-7,102514.61082055626,102833,4.972876121431097e-4,4.7778808998472577e-4,10,4.7801648056595655e-4,2.7589811697594565e-4,soc,adjusted,BOTH,0.5122783981193093,0.4958653848489653,0.5292346777938903
raceethNHBlack,0.007113500277007839,0.010317562082951127,0.6894555341481567,0.4905385208237587,4.05629315365962e-7,85341.0789474696,102833,0.004214820568347076,0.0041914842448894625,10,0.004209126733276735,1.0600589508864823e-4,soc,adjusted,BOTH,1.0071388613197,0.9869766262839866,1.0277129761414283
raceethHispanic,-0.07422976097493354,0.01496634684558193,-4.959778210461973,7.068598004700277e-7,3.6495270850071086e-8,102774.85765975007,102833,1.9868057525617556e-4,1.7922461853266786e-4,10,1.7925674575454512e-4,2.2395139310432512e-4,soc,adjusted,BOTH,0.9284583458379781,0.9016184969323455,0.9560971773418253
raceethNHOther,0.011329282789850396,0.013201130068874785,0.8582055271587868,0.39078099446558556,9.608134726633179e-8,102338.82502807872,102833,6.260008166378925e-4,6.064703161917726e-4,10,6.068383456351272e-4,1.7416414561335702e-4,soc,adjusted,BOTH,1.0113937021593504,0.9855603343975012,1.0379042104945637
regionUrban,0.06703047613534853,0.016303122708270786,4.111511477573747,3.933822645718621e-5,3.0717519455898536e-8,102798.94777329653,102833,1.4657924539517592e-4,1.2712683433054056e-4,10,1.2714299761733494e-4,2.6575802076953307e-4,soc,adjusted,BOTH,1.0693280666649037,1.0356987872109673,1.104049293363112
SviOverallPctlRankByZip2020_X,-0.05977434324204609,0.014633130442495205,-4.084863691808485,4.417304270476485e-5,1.9078827197492083e-6,48794.2633129539,102833,0.009841572523016491,0.009800988320360325,10,0.009897998487935523,2.120298355553558e-4,soc,adjusted,BOTH,0.9419770730952399,0.915344045004703,0.9693850209431536
age,0.0041201532740166875,4.052508263594659e-4,10.166921338642814,0,8.247437624549462e-10,75933.71277619616,102833,0.005550322435610479,0.005524130207018126,10,0.005554815732399896,1.6332101412632952e-7,soc,adjusted,BOTH,1.00412865277459,1.0033313984687486,1.0049265405844054
female,0.008392347327883303,0.007546435709032103,1.112094192737739,0.2661018372288162,3.757716338780675e-7,63900.219832089955,102833,0.007289336918697832,0.007258266755540076,10,0.0073113343707418696,5.6535343113288974e-5,soc,adjusted,BOTH,1.0084276617960177,0.9936217612120969,1.023454184251015
supreme_detected_t2dm,0.0012792825585165304,0.010303905828846207,0.12415510969977292,0.9011927098203156,9.153179650890269e-8,101689.56088182212,102833,9.679815725285596e-4,9.483331015246781e-4,10,9.492332908754845e-4,1.0606979035357106e-4,soc,adjusted,BOTH,1.0012801011894983,0.9812614188918221,1.0217071839737524
ldl,2.1799382033798362e-4,1.3223822140748988e-4,1.6484932874757843,0.10426547897085303,6.026981239564124e-9,62.55466969057119,102833,0.39806390672107916,0.3791215978015436,10,0.6106213333546782,1.085726783749578e-8,soc,adjusted,BOTH,1.0002180175827176,0.9999588077548032,1.0004772946031346
BodyMassIndex,0.003084194285006319,6.396521429726249e-4,4.821674278574742,1.4727734281017035e-6,1.664196275287383e-8,4299.197659075256,102833,0.04518547349009298,0.0447413941234179,10,0.046836944308249875,3.9084870498131027e-7,soc,adjusted,BOTH,1.0030889553055793,1.0018321524288083,1.0043473348471312
insurance_medicare,-0.042941828308527295,0.009217160461881271,-4.658899938448358,3.2074219005195914e-6,1.7844715454566842e-6,14436.070946293466,102833,0.023240421405147704,0.023105108697711627,10,0.023651581048714922,8.299312828006503e-5,soc,adjusted,BOTH,0.9579671150136633,0.9408162186135377,0.9754306689142743
insurance_medicaid,-0.10839286852943122,0.012194681442593678,-8.888536288519663,0,3.1669022872411304e-6,14098.416834976388,102833,0.0235638756818578,0.02342536837538596,10,0.023987279227616114,1.4522666297037338e-4,soc,adjusted,BOTH,0.8972750160600491,0.8760829995784051,0.9189796569879778
insurance_other,0.0011320703271439922,0.011545101977791584,0.09805632980303405,0.9218892668727272,3.182708315706888e-6,11541.628238749074,102833,0.02643469265920373,0.026266002255735218,10,0.02697451492561889,1.2978840053032956e-4,soc,adjusted,BOTH,1.0011327113606323,0.9787330698540092,1.024044999221077
factor(ValidatedStateOrProvince_X)*Unspecified,-1.323007933602969,0.4113422276731181,-3.216319270421041,0.001298866529322762,9.987661264875969e-5,102271.90199521827,102833,6.688491636313784e-4,6.49306721179064e-4,10,6.497285943222997e-4,0.16909256399316971,soc,adjusted,BOTH,0.2663329839790696,0.11892779914943964,0.5964396790532012
factor(ValidatedStateOrProvince_X)Alabama,-0.5370914425713421,0.16233048799502325,-3.30862950764867,9.37910836302569e-4,8.808493672446987e-5,88787.5058003837,102833,0.003699446454529519,0.003677004347985112,10,0.0036905746068611038,0.026254293902305468,soc,adjusted,BOTH,0.5844456764635498,0.4251729723716514,0.8033830251052692
factor(ValidatedStateOrProvince_X)Alaska,-0.579219250070226,0.4708421525650786,-1.23017713455502,0.21863359970693974,7.228168046835776e-5,102643.3212893111,102833,3.7812691185073647e-4,3.586495192286812e-4,10,3.5877819485577596e-4,0.22161282278360156,soc,adjusted,BOTH,0.560335677868949,0.22266878758029032,1.4100587482636762
factor(ValidatedStateOrProvince_X)Arizona,-0.7989353222881556,0.16858837368616295,-4.738970456974809,2.151339482114878e-6,8.973128585428706e-5,90101.20228566266,102833,0.0034949319227413605,0.0034728124840861783,10,0.0034849149401964714,0.028323335327705604,soc,adjusted,BOTH,0.44980760940687564,0.3232373051282759,0.6259391545169439
factor(ValidatedStateOrProvince_X)Arkansas,-0.9816720246063132,0.16434432287853323,-5.973263982668061,2.3341941712828884e-9,8.442940455278568e-5,90317.9638722326,102833,0.003460630215887709,0.003438563103355421,10,0.0034504276164481385,0.02691618411739552,soc,adjusted,BOTH,0.3746840937891185,0.27150169475170466,0.5170802718817706
factor(ValidatedStateOrProvince_X)California,-0.7930977052434797,0.1582238534660382,-5.012504043290244,5.383016179472122e-7,8.620366164112752e-5,88061.23326195935,102833,0.003810315169151562,0.0037876904945792623,10,0.0038020916409471977,0.02493996377783709,soc,adjusted,BOTH,0.4524410931305094,0.3318021378569571,0.6169428083714744
factor(ValidatedStateOrProvince_X)Colorado,-0.9759603798762048,0.16796545566766705,-5.810482732873476,6.249893047538535e-9,8.392134075701451e-5,91355.5940258549,102833,0.0032939094706145922,0.003272089346929874,10,0.0032828310634804587,0.028120080822814312,soc,adjusted,BOTH,0.3768302795094833,0.27112571491697107,0.5237461876262138
factor(ValidatedStateOrProvince_X)Connecticut,-0.39958113519735483,0.15812979807156413,-2.5269186457603525,0.011508546676564535,8.529331424903392e-5,88295.44620032056,102833,0.003774715905590759,0.003752150438304924,10,0.003766282095319658,0.02491121039247971,soc,adjusted,BOTH,0.670600878320705,0.49188243739946064,0.914254105883623
factor(ValidatedStateOrProvince_X)Delaware,-0.618783006223045,0.1761543636496797,-3.512731637199895,4.4373699427202595e-4,8.773211119546108e-5,92338.40344338935,102833,0.0031316205055420985,0.0031100291081035043,10,0.003119731564077254,0.030933854510508594,soc,adjusted,BOTH,0.538599511156948,0.38134699931946897,0.7606967773082816
factor(ValidatedStateOrProvince_X)District of Columbia,-0.7384870938286062,0.3116327360042164,-2.3697352957765463,0.017802680592831743,8.501162084706894e-5,101656.09722674264,102833,9.825627442958521e-4,9.62908092244802e-4,10,9.638361779001003e-4,0.09702144936654188,soc,adjusted,BOTH,0.4778362904132141,0.25942509834646005,0.8801288768557469
factor(ValidatedStateOrProvince_X)Florida,-0.5632902289551935,0.15700083369503648,-3.587816801338436,3.336390093249264e-4,8.465907193371691e-5,88125.16934456059,102833,0.003800611243977828,0.0037780027635192933,10,0.0037923301974855713,0.024556136801809417,soc,adjusted,BOTH,0.569332743701601,0.41852784208017857,0.7744760096239822
factor(ValidatedStateOrProvince_X)Georgia,-0.6145553993996135,0.16132477559572034,-3.809429748966076,1.3938122189749436e-4,8.630354970201042e-5,88978.18356997623,102833,0.003670095441972807,0.0036477007679696573,10,0.0036610552018409917,0.025930749316337317,soc,adjusted,BOTH,0.5408813180180446,0.3942571334552026,0.7420350206908262
factor(ValidatedStateOrProvince_X)Hawaii,-0.42894794302159944,0.16058259732827193,-2.6711981880870943,0.007559492988767236,8.947216175475157e-5,87869.62395417629,102833,0.003839334985056817,0.0038166616359854725,10,0.003831284351988258,0.025688351186763696,soc,adjusted,BOTH,0.6511938274817151,0.4753566884079318,0.8920741230559488
factor(ValidatedStateOrProvince_X)Idaho,-1.5186929803366427,0.17271280436096276,-8.793169597099679,0,8.458178139634346e-5,92284.52904429862,102833,0.003140640191216602,0.0031190363846364763,10,0.003128795210738847,0.02973667283069222,soc,adjusted,BOTH,0.21899793458328926,0.15610755145405825,0.3072246980048309
factor(ValidatedStateOrProvince_X)Illinois,-0.6559762537726408,0.15669813959776516,-4.186241492442048,2.838869017596224e-5,8.482706131938969e-5,87978.97919962031,102833,0.0038227840538008163,0.003800138510462236,10,0.0038146346505009486,0.024460997185949372,soc,adjusted,BOTH,0.5189352027659416,0.3817059972589964,0.7055004286113087
factor(ValidatedStateOrProvince_X)Indiana,-0.7233518163045076,0.1577578511626403,-4.5852032781479055,4.541661317247758e-6,8.496868758502092e-5,88273.30630827401,102833,0.0037780871775575297,0.003755516127056302,10,0.003769673195535869,0.024794074047110242,soc,adjusted,BOTH,0.48512348301094654,0.356095187025921,0.6609041692875811
factor(ValidatedStateOrProvince_X)Iowa,-0.7167815602315355,0.15851013138067913,-4.521992089641939,6.134020511305849e-6,8.692488995454842e-5,87942.8757744203,102833,0.003828251599783104,0.0038055968841561637,10,0.003820134777161185,0.025029844371370156,soc,adjusted,BOTH,0.4883213624608782,0.35791440342862435,0.6662424053107489
factor(ValidatedStateOrProvince_X)Kansas,-1.0538862951483214,0.16252860826629664,-6.484312555126115,8.959721853329938e-11,8.427682592741055e-5,89868.03290382188,102833,0.0035316434944255982,0.0035094674828605914,10,0.003521827220972849,0.02632284399645916,soc,adjusted,BOTH,0.3485804269202283,0.253487094288788,0.47934714141091095
factor(ValidatedStateOrProvince_X)Kentucky,-0.8336190155998944,0.16036329489838083,-5.198315587916443,2.015511084696442e-7,8.917205917541749e-5,87885.45851855537,102833,0.0038369402566978948,0.0038142709382036695,10,0.0038288753060093873,0.025618297085572096,soc,adjusted,BOTH,0.4344740692388666,0.31729254569274923,0.5949327187275713
factor(ValidatedStateOrProvince_X)Louisiana,-0.4081682289366426,0.15681020881464616,-2.602944234447824,0.00924424766490084,8.467745184381608e-5,88059.08413360342,102833,0.003810641172964441,0.003788015953635428,10,0.003802419579665617,0.024496296391464733,soc,adjusted,BOTH,0.6648670195419755,0.48893963730864964,0.9040955568827832
factor(ValidatedStateOrProvince_X)Maine,-0.9759703385789011,0.1645772962476282,-5.930163885487737,3.0373892290214144e-9,8.798942314012147e-5,89458.41330063468,102833,0.0035956899105712837,0.0035734137906342804,10,0.0035862288703359096,0.026988898074725442,soc,adjusted,BOTH,0.37682652678744877,0.2729294780786613,0.5202744397208953
factor(ValidatedStateOrProvince_X)Maryland,-0.6435872432812975,0.15838713888061254,-4.063380700161609,4.8409367020996186e-5,8.945193511532653e-5,87165.8452565677,102833,0.003945170148546934,0.003922316164858075,10,0.00393776130969645,0.02498808863415958,soc,adjusted,BOTH,0.5254042864668003,0.38518712050282194,0.716663796747236
factor(ValidatedStateOrProvince_X)Massachusetts,-0.6717294012795151,0.1571242333561582,-4.275148313735196,1.9121129134713755e-5,8.579357300924269e-5,87830.14326054008,102833,0.003845303133680547,0.003822619728685775,10,0.003837288222349181,0.024593651777450282,soc,adjusted,BOTH,0.5108243930928204,0.3754263750935184,0.6950538851023664
factor(ValidatedStateOrProvince_X)Michigan,-0.7163982568353201,0.1566093792047651,-4.574427537310119,4.781753689231394e-6,8.528336817787708e-5,87814.94435296473,102833,0.003847599678127845,0.0038249123994642358,10,0.003839598527480962,0.02443268594990624,soc,adjusted,BOTH,0.48850857357458977,0.35938801944112286,0.6640194262095482
factor(ValidatedStateOrProvince_X)Minnesota,-0.6314837774125417,0.1574425167777787,-4.010884672936508,6.054180109527074e-5,8.699859143358233e-5,87577.52198200923,102833,0.003883401772850694,0.003860653807352217,10,0.003875616219867284,0.024692447638744185,soc,adjusted,BOTH,0.5318021393084305,0.39060005868475245,0.7240488297040372
factor(ValidatedStateOrProvince_X)Mississippi,-0.9655840915923344,0.15994752339924517,-6.036880541014311,1.577480368553097e-9,8.830110946605389e-5,88001.85461335182,102833,0.003819318084272222,0.0037966783486342694,10,0.0038111480519264587,0.025486079021139422,soc,adjusted,BOTH,0.380760735631581,0.27829286809601517,0.5209574316100796
factor(ValidatedStateOrProvince_X)Missouri,-0.701814796622854,0.16347160340583242,-4.293190878421483,1.763081428585167e-5,8.606551210928759e-5,89655.45324692271,102833,0.0035649508549588527,0.0035427230060297685,10,0.003555318514725651,0.02662829305675354,soc,adjusted,BOTH,0.495684919713239,0.3597956170033338,0.6828975340987646
factor(ValidatedStateOrProvince_X)Montana,-1.506164832201383,0.5778834850884667,-2.6063469039451928,0.009152693529894229,8.586374375316569e-5,102708.07246329104,102833,3.0229428821142813e-4,2.828276981286662e-4,10,2.8290771226570913e-4,0.3338548722198636,soc,adjusted,BOTH,0.2217588315006774,0.07144577826079851,0.6883118995363884
factor(ValidatedStateOrProvince_X)Nebraska,-1.1222280584188866,0.25021348566716123,-4.4850822305864675,7.296711354243257e-6,9.34163403424211e-5,99601.51040602196,102833,0.001661369656494949,0.0016413232013147766,10,0.0016440215720644677,0.06250403043533405,soc,adjusted,BOTH,0.3255536334448837,0.19935931281853336,0.5316288802903257
factor(ValidatedStateOrProvince_X)Nevada,-0.8950232790628514,0.17035571451288198,-5.253849462121632,1.4928551017590053e-7,8.60927978992806e-5,91410.11395994044,102833,0.003285025353068992,0.003263218049088784,10,0.0032739015035661598,0.02892636738950534,soc,adjusted,BOTH,0.4085980867495925,0.29260828388309407,0.57056619956163
factor(ValidatedStateOrProvince_X)New Hampshire,-0.8001126873351672,0.1647144353974895,-4.857574780281595,1.190312432619578e-6,8.55732484341843e-5,90122.18904228193,102833,0.003491618259365629,0.0034695038980712654,10,0.003481583264779879,0.027036714655036143,soc,adjusted,BOTH,0.4492783332864221,0.32531771787822245,0.6204734930428385
factor(ValidatedStateOrProvince_X)New Jersey,-0.5691620375365115,0.15996004858965826,-3.5581511918427173,3.736686494208996e-4,8.509679879978311e-5,88909.10053262977,102833,0.0036807416234244453,0.0036583297882694294,10,0.003671762305687772,0.02549361066612607,soc,adjusted,BOTH,0.5659995263954206,0.4136712375734824,0.7744204449866646
factor(ValidatedStateOrProvince_X)New Mexico,-0.7047014693485071,0.21123573187826689,-3.336090267884317,8.499722726817982e-4,8.538171824669071e-5,97680.3277524844,102833,0.002125289254949834,0.0021048580275350396,10,0.002109297799941709,0.044526614532075695,soc,adjusted,BOTH,0.4942561028305277,0.3266965554714763,0.7477553438929658
factor(ValidatedStateOrProvince_X)New York,-0.49651765256002667,0.1563259835924083,-3.1761684215888675,0.0014928607724420395,8.616440617840154e-5,87458.97120581057,102833,0.003901228817942332,0.003878450425554389,10,0.0038935513715282104,0.024343032299337666,soc,adjusted,BOTH,0.608646492096312,0.4480203693054238,0.8268609592806327
factor(ValidatedStateOrProvince_X)North Carolina,-0.4788069961290286,0.15720212139108833,-3.045804928661553,0.0023212701267842917,8.547899820365771e-5,87947.94678221286,102833,0.0038274838367581437,0.0038048304099097233,10,0.003819362436253648,0.024618480071834443,soc,adjusted,BOTH,0.6195220433073009,0.45524335627513846,0.8430821819872728
factor(ValidatedStateOrProvince_X)North Dakota,-0.7701264070086837,0.17476306328615962,-4.406688647632981,1.0508225017025197e-5,9.097191032203674e-5,91328.89727909888,102833,0.003298254964970692,0.0032764285581810483,10,0.003287198830305079,0.030442059187807995,soc,adjusted,BOTH,0.4629545439133063,0.3286828381211913,0.6520781886730309
factor(ValidatedStateOrProvince_X)Ohio,-0.7409638116918367,0.15633119063437284,-4.7397055487461985,2.1436617445580453e-6,8.716633019092404e-5,87159.33741539237,102833,0.003946143543362014,0.0039232878756123675,10,0.003938740689203501,0.024343558201950603,soc,adjusted,BOTH,0.47665428908316476,0.3508582632984855,0.6475529724323238
factor(ValidatedStateOrProvince_X)Oklahoma,-0.5089202526831165,0.15933906983764518,-3.193945171147722,0.0014039168306458905,8.446561935688827e-5,88901.14118052513,102833,0.003681967316741342,0.003659553502642981,10,0.003672995024449897,0.025296026995433388,soc,adjusted,BOTH,0.6011443124734765,0.4398925310288288,0.8215062973995477
factor(ValidatedStateOrProvince_X)Oregon,-0.7506918931980388,0.15863449213853634,-4.73221102849723,2.2243008448441515e-6,8.537912626580559e-5,88427.39550172091,102833,0.003754596796091178,0.0037320645450523247,10,0.003746045026881318,0.02507098505715896,soc,adjusted,BOTH,0.4720398385748804,0.34589656358685267,0.6441856689502783
factor(ValidatedStateOrProvince_X)Pennsylvania,-0.5965880922022861,0.15633864394345498,-3.81599889287809,1.357263442094414e-4,8.603344974399811e-5,87502.44104918142,102833,0.0038946958366933167,0.0038719286108055153,10,0.003886978714901334,0.024347134795359993,soc,adjusted,BOTH,0.5506873288204155,0.4053469814577352,0.7481406005116248
factor(ValidatedStateOrProvince_X)Puerto Rico,-10.570185042416588,0.5243446912148665,-20.158848214761704,0,1.5234449594270433e-4,102334.20364771734,102833,6.290481541228812e-4,6.095168312501354e-4,10,6.098885685978829e-4,0.2747697762596767,soc,adjusted,BOTH,2.5670064705542783e-5,9.185350892985908e-6,7.173947186818314e-5
factor(ValidatedStateOrProvince_X)Rhode Island,-0.9163636067636411,0.2586156492806025,-3.543341670593842,3.952708303491814e-4,9.708868714279112e-5,99764.98828286541,102833,0.0016168188649775665,0.0015968043650799798,10,0.001599358227278625,0.06677525649697051,soc,adjusted,BOTH,0.3999708511063297,0.2409296542078833,0.6639974737052824
factor(ValidatedStateOrProvince_X)South Carolina,-0.55987394363490806,0.15788098753496405,-3.5461771070498234,3.910644786160322e-4,8.32645476101401e-5,88804.11005711385,102833,0.003696894748585412,0.0036744567806664343,10,0.0036880082074313837,0.02483481522264432,soc,adjusted,BOTH,0.5712810729256171,0.4192362484378868,0.7784681441528485
factor(ValidatedStateOrProvince_X)South Dakota,-1.1439354484628816,0.3040250704450415,-3.762635255008256,1.682268246963048e-4,8.687870496681794e-5,101486.41295671617,102833,0.001053606808907106,0.0010339206948543783,10,0.0010349907932545078,0.09233567688364894,soc,adjusted,BOTH,0.31856286393205896,0.1755511919591477,0.5780780930283362
factor(ValidatedStateOrProvince_X)Tennessee,-0.5533281016609191,0.17123313671762,-3.2314312069947686,0.0012321533041228516,8.491091479670147e-5,91884.0931956118,102833,0.003207218298215715,0.003185521791262629,10,0.003195701768885791,0.029227385103878775,soc,adjusted,BOTH,0.5750328544398091,0.4110892027856371,0.8043577438778396
factor(ValidatedStateOrProvince_X)Texas,-0.5525227453318975,0.15633210395988406,-3.534288424044231,4.0908414417240024e-4,8.422817775003628e-5,88039.37803625785,102833,0.003813629867734404,0.0037909996520912592,10,0.003805426020812217,0.024347075732998956,soc,adjusted,BOTH,0.5754961473214139,0.42361355379089377,0.7818347940426783
factor(ValidatedStateOrProvince_X)Utah,-0.8486347196068361,0.16376412118622005,-5.182055223450523,2.1992735321774148e-7,8.568342274257237e-5,89836.52388818009,102833,0.0035365900204412733,0.0035144063411310586,10,0.0035268009527633574,0.026724435622878132,soc,adjusted,BOTH,0.427998871705107,0.31048726369925933,0.5899856631745041
factor(ValidatedStateOrProvince_X)Vermont,-0.8909332625833124,0.17339463857732162,-5.138182298445288,2.77973795315134e-7,8.652315354606739e-5,92004.69090611668,102833,0.0031872514328710184,0.0031655829308740216,10,0.0031756356689423,0.02997052521845932,soc,adjusted,BOTH,0.4102726818843376,0.2920627057074686,0.5763271729364878
factor(ValidatedStateOrProvince_X)Virgin Islands,-11.048828972575725,0.7244499284548687,-15.251335583869878,0,2.7101921305633614e-4,102395.30564914168,102833,5.875566836031072e-4,5.680362050666871e-4,10,5.683590535866017e-4,0.5245295777039023,soc,adjusted,BOTH,1.590576441565009e-5,3.8449466419956215e-6,6.579892133817777e-5
factor(ValidatedStateOrProvince_X)Virginia,-0.6181193838161074,0.15688811343761133,-3.939873902951296,8.158751553088983e-5,8.592870288958873e-5,87713.6773098326,102833,0.0038628867421393416,0.0038401736194600155,10,0.003854977401982724,0.024519358564834254,soc,adjusted,BOTH,0.5389570564853414,0.3962856116512338,0.7329933265177107
factor(ValidatedStateOrProvince_X)Washington,-0.9654688420576361,0.1596261706951535,-6.04831173894062,1.4695289429766945e-9,8.463222876111487e-5,88939.89265152298,102833,0.0036759980733553684,0.0036535938907072294,10,0.003666991588773246,0.025387418919161055,soc,adjusted,BOTH,0.3808046206580098,0.27850030161417655,0.5206894149629502
factor(ValidatedStateOrProvince_X)West Virginia,-0.5621290516411681,0.15874713991736586,-3.5410342002619917,3.9876626661272674e-4,8.485669988185256e-5,88611.46302911846,102833,0.00372645218804131,0.003703966106202357,10,0.00371773647610163,0.0251073120620737,soc,adjusted,BOTH,0.5699942239413185,0.4175823762047036,0.778034308534131
factor(ValidatedStateOrProvince_X)Wisconsin,-0.5868307486224486,0.15646309638362838,-3.750601657426051,1.7652427488901168e-4,8.587664550210454e-5,87590.35231480656,102833,0.00388147044951915,0.003858725772031573,10,0.003873673214697555,0.024386236219900263,soc,adjusted,BOTH,0.5560868740629191,0.4092216175309227,0.7556604985114254
